# Prescaler value (tone_index hex_value)
0	00000000
1	00000000
2	00000000
3	00000000
4	00000000
5	00000000
6	00000000
7	00000000
8	00000000
9	00000100
10	00000100
11	00000100
12	00000100
13	00000100
14	00000100
15	00000100
16	00000100
17	00000100
18	00000100
19	00000100
20	00000100
21	00000100
22	00000100
23	00000100
24	00000100
25	00000100
26	00000100
27	00000100
28	00000100
29	00000100
30	00000100
31	00000100
32	00000100
33	00000100
34	00000100
35	00000100
36	00000100
37	00000100
38	00000100
39	00000100
40	00000100
41	00000100
42	00000100
43	00000100
44	00000100
45	00000100
46	00000100
47	00000100
48	00000100
49	00000100
50	00000100
51	00000100
52	00000100
53	00000100
54	00000100
55	00000100
56	00000100
57	00000100
58	00000100
59	00000100
60	00000100
61	00000100
62	00000100
63	00000100
64	00000100
65	00000100
66	00000100
67	00000100
68	00000100
69	00000100
70	00000100
71	00000100
72	00000100
73	00000100
74	00000100
75	00000100
76	00000100
77	00000100
78	00000100
79	00000100
80	00000100
81	00000100
82	00000100
83	00000100
84	00000100
85	00000100
86	00000100
87	00000100
88	00000100
89	00000100
90	00000100
91	00000100
92	00000100
93	00000100
94	00000100
95	00000100
96	00000100
97	00000100
98	00000100
99	00000100
100	00000100
101	00000100
102	00000100
103	00000100
104	00000100
105	00000100
106	00000100
107	00000100
108	00000100
109	00000100
110	00000100
111	00000100
112	00000100
113	00000100
114	00000100
115	00000100
116	00000100
117	00000100
118	00000100
119	00000100
120	00000100
121	00000100
122	00000100
123	00000100
124	00000100
125	00000100
126	00000100
127	00000100
128	00000100
129	00000100
130	00000100
131	00000100
132	00000100
133	00000100
134	00000100
135	00000100
136	00000100
137	00000100
138	00000100
139	00000100
140	00000100
141	00000100
142	00000100
143	00000100
144	00000100
145	00000100
146	00000100
147	00000100
148	00000100
149	00000100
150	00000100
151	00000100
152	00000100
153	00000100
154	00000100
155	00000100
156	00000100
157	00000100
158	00000100
159	00000100
160	00000100
161	00000100
162	00000100
163	00000100
164	00000100
165	00000100
166	00000100
167	00000100
168	00000100
169	00000100
170	00000100
171	00000100
172	00000100
173	00000100
174	00000100
175	00000100
176	00000100
177	00000100
178	00000100
179	00000100
180	00000100
181	00000100
182	00000100
183	00000100
184	00000100
185	00000100
186	00000100
187	00000100
188	00000100
189	00000100
190	00000100
191	00000100
192	00000100
193	00000100
194	00000100
195	00000100
196	00000100
197	00000100
198	00000100
199	00000100
200	00000100
201	00000100
202	00000100
203	00000100
204	00000100
205	00000100
206	00000100
207	00000100
208	00000100
209	00000100
210	00000100
211	00000100
212	00000100
213	00000100
214	00000100
215	00000100
216	00000100
217	00000100
218	00000100
219	00000100
220	00000100
221	00000100
222	00000100
223	00000100
224	00000100
225	00000100
226	00000100
227	00000100
228	00000100
229	00000100
230	00000100
231	00000100
232	00000100
